É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2020/12/19 12:02:03

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy
2018/1/31,-3.2,8,1,-10.3,8,1
2018/2/1,-1.1,8,1,-9.4,8,1
2018/2/2,-1.7,8,1,-11.1,8,1
2018/2/3,-0.9,8,1,-8.2,8,1
2018/2/4,0.9,8,1,-3.9,8,1
2018/2/5,-0.1,8,1,-4.6,8,1
2018/2/6,-1.4,8,1,-8.2,8,1
2018/2/7,-1.5,8,1,-11.1,8,1
2018/2/8,0.0,8,1,-6.4,8,1
2018/2/9,1.8,8,1,-5.3,8,1
2018/2/10,3.2,8,1,-2.0,8,1
2018/2/11,2.0,8,1,-8.1,8,1
2018/2/12,-7.6,8,1,-10.2,8,1
2018/2/13,-6.1,8,1,-9.8,8,1
2018/2/14,-1.7,8,1,-8.0,8,1
2018/2/15,-2.3,8,1,-5.1,8,1
2018/2/16,0.1,8,1,-6.5,8,1
2018/2/17,1.3,8,1,-4.8,8,1
2018/2/18,-4.1,8,1,-9.0,8,1
2018/2/19,-2.2,8,1,-10.1,8,1
2018/2/20,-2.5,8,1,-7.4,8,1
2018/2/21,-4.2,8,1,-9.5,8,1
2018/2/22,-0.5,8,1,-10.4,8,1
2018/2/23,4.4,8,1,-3.4,8,1
2018/2/24,-1.2,8,1,-7.1,8,1
2018/2/25,-2.3,8,1,-6.8,8,1
2018/2/26,-1.1,8,1,-7.7,8,1
2018/2/27,-0.7,8,1,-10.1,8,1
2018/2/28,0.4,8,1,-9.3,8,1
2018/3/1,1.6,8,1,-3.8,8,1
2018/3/2,3.4,8,1,-1.7,8,1
2018/3/3,3.7,8,1,-4.2,8,1
2018/3/4,10.2,8,1,0.3,8,1
2018/3/5,0.6,8,1,-3.4,8,1
2018/3/6,-2.3,8,1,-6.6,8,1
2018/3/7,-1.1,8,1,-6.7,8,1
2018/3/8,6.0,8,1,-5.6,8,1
2018/3/9,7.2,8,1,-0.1,8,1
2018/3/10,1.5,8,1,-2.6,8,1
2018/3/11,3.5,8,1,-3.9,8,1
2018/3/12,2.6,8,1,-0.4,8,1
2018/3/13,8.9,8,1,-0.5,8,1
2018/3/14,6.0,8,1,2.2,8,1
2018/3/15,8.4,8,1,0.8,8,1
2018/3/16,1.1,8,1,-5.4,8,1
2018/3/17,3.2,8,1,-7.8,8,1
2018/3/18,7.8,8,1,0.0,8,1
2018/3/19,6.5,8,1,-1.3,8,1
2018/3/20,1.3,8,1,-3.4,8,1
2018/3/21,4.0,8,1,-6.4,8,1
2018/3/22,6.6,8,1,-0.5,8,1
2018/3/23,5.0,8,1,0.1,8,1
2018/3/24,10.0,8,1,-2.0,8,1
2018/3/25,9.5,8,1,3.4,8,1
2018/3/26,8.8,8,1,2.1,8,1
2018/3/27,12.4,8,1,0.2,8,1
2018/3/28,16.4,8,1,5.0,8,1
2018/3/29,12.3,8,1,4.3,8,1
2018/3/30,8.8,8,1,2.1,8,1
2018/3/31,15.6,8,1,0.4,8,1
2018/4/1,8.3,8,1,4.8,8,1
2018/4/2,13.0,8,1,2.9,8,1
2018/4/3,8.4,8,1,4.8,8,1
2018/4/4,7.9,8,1,0.8,8,1
2018/4/5,7.0,8,1,-0.1,8,1
2018/4/6,3.7,8,1,1.2,8,1
2018/4/7,6.1,8,1,0.8,8,1
2018/4/8,8.5,8,1,-0.3,8,1
2018/4/9,8.6,8,1,1.8,8,1
2018/4/10,11.9,8,1,2.1,8,1
2018/4/11,12.1,8,1,6.1,8,1
2018/4/12,14.4,8,1,3.6,8,1
2018/4/13,7.0,8,1,2.5,8,1
2018/4/14,10.5,8,1,2.0,8,1
2018/4/15,6.6,8,1,0.9,8,1
2018/4/16,10.6,8,1,1.1,8,1
2018/4/17,16.6,8,1,2.4,8,1
2018/4/18,19.1,8,1,5.4,8,1
2018/4/19,20.1,8,1,4.4,8,1
2018/4/20,19.8,8,1,8.8,8,1
2018/4/21,24.5,8,1,8.9,8,1
2018/4/22,12.6,8,1,6.9,8,1
2018/4/23,16.4,8,1,4.2,8,1
2018/4/24,13.0,8,1,7.0,8,1
2018/4/25,13.3,8,1,8.3,8,1
2018/4/26,14.1,8,1,8.9,8,1
2018/4/27,14.4,8,1,4.2,8,1
2018/4/28,17.0,8,1,2.2,8,1
2018/4/29,21.3,8,1,5.9,8,1
2018/4/30,24.5,8,1,11.8,8,1
2018/5/1,17.2,8,1,7.5,8,1
2018/5/2,15.6,8,1,8.1,8,1
2018/5/3,16.8,8,1,8.5,8,1
2018/5/4,16.0,8,1,7.5,8,1
2018/5/5,12.6,8,1,7.7,8,1
2018/5/6,10.2,8,1,6.9,8,1
2018/5/7,14.0,8,1,8.5,8,1
2018/5/8,13.7,8,1,6.6,8,1
2018/5/9,14.1,8,1,5.6,8,1
2018/5/10,14.2,8,1,5.7,8,1
2018/5/11,20.5,8,1,6.6,8,1
2018/5/12,22.1,8,1,10.2,8,1
2018/5/13,15.4,8,1,12.1,8,1
2018/5/14,13.4,8,1,8.6,8,1
2018/5/15,24.2,8,1,8.2,8,1
2018/5/16,27.8,8,1,12.8,8,1
2018/5/17,20.3,8,1,10.6,8,1
2018/5/18,14.5,8,1,7.8,8,1
2018/5/19,12.2,8,1,7.5,8,1
2018/5/20,18.8,8,1,7.7,8,1
2018/5/21,21.9,8,1,10.2,8,1
2018/5/22,26.9,8,1,12.2,8,1
2018/5/23,22.3,8,1,12.5,8,1
2018/5/24,20.2,8,1,12.1,8,1
2018/5/25,18.4,8,1,11.0,8,1
2018/5/26,14.8,8,1,9.6,8,1
2018/5/27,16.4,8,1,9.9,8,1
2018/5/28,20.8,8,1,8.9,8,1
2018/5/29,23.1,8,1,10.5,8,1
2018/5/30,28.2,8,1,11.2,8,1
2018/5/31,21.6,8,1,15.7,8,1
2018/6/1,17.6,8,1,12.4,8,1
2018/6/2,23.0,8,1,11.1,8,1
2018/6/3,23.5,8,1,14.4,8,1
2018/6/4,30.7,8,1,14.5,8,1
2018/6/5,28.7,8,1,16.9,8,1
2018/6/6,28.9,8,1,17.6,8,1
2018/6/7,26.9,8,1,16.6,8,1
2018/6/8,18.1,8,1,11.9,8,1
2018/6/9,14.3,8,1,10.3,8,1
2018/6/10,16.9,8,1,8.0,8,1
2018/6/11,16.5,8,1,11.3,8,1
2018/6/12,14.3,8,1,8.5,8,1
2018/6/13,11.5,8,1,7.8,8,1
2018/6/14,13.7,8,1,9.2,8,1
2018/6/15,18.0,8,1,7.2,8,1
2018/6/16,19.8,8,1,11.2,8,1
2018/6/17,16.6,8,1,10.3,8,1
2018/6/18,20.2,8,1,11.4,8,1
2018/6/19,24.4,8,1,15.2,8,1
2018/6/20,20.5,8,1,15.5,8,1
2018/6/21,22.1,8,1,15.0,8,1
2018/6/22,25.0,8,1,13.5,8,1
2018/6/23,26.2,8,1,17.1,8,1
2018/6/24,22.3,8,1,13.1,8,1
2018/6/25,16.5,8,1,11.7,8,1
2018/6/26,21.2,8,1,10.9,8,1
2018/6/27,19.7,8,1,15.8,8,1
2018/6/28,23.2,8,1,15.1,8,1
2018/6/29,23.5,8,1,18.7,8,1
2018/6/30,28.6,8,1,18.7,8,1
2018/7/1,25.1,8,1,20.1,8,1
2018/7/2,25.0,8,1,19.9,8,1
2018/7/3,24.2,8,1,20.3,8,1
2018/7/4,24.3,8,1,15.9,8,1
2018/7/5,16.0,8,1,12.1,8,1
2018/7/6,19.3,8,1,10.5,8,1
2018/7/7,16.5,8,1,13.2,8,1
2018/7/8,24.2,8,1,14.1,8,1
2018/7/9,23.6,8,1,16.3,8,1
2018/7/10,24.6,8,1,17.1,8,1
2018/7/11,22.1,8,1,15.8,8,1
2018/7/12,27.4,8,1,14.7,8,1
2018/7/13,23.9,8,1,18.6,8,1
2018/7/14,28.2,8,1,19.1,8,1
2018/7/15,22.9,8,1,18.5,8,1
2018/7/16,21.3,5,1,17.5,5,1
2018/7/17,24.1,8,1,17.3,8,1
2018/7/18,25.0,8,1,18.3,8,1
2018/7/19,26.7,8,1,17.6,8,1
2018/7/20,29.3,8,1,21.2,8,1
2018/7/21,30.8,8,1,20.7,8,1
2018/7/22,23.9,8,1,17.7,8,1
2018/7/23,25.4,8,1,17.0,8,1
2018/7/24,25.7,8,1,17.8,8,1
2018/7/25,29.7,8,1,19.4,8,1
2018/7/26,30.4,8,1,20.3,8,1
2018/7/27,31.9,8,1,20.0,8,1
2018/7/28,28.6,8,1,20.1,8,1
2018/7/29,31.0,8,1,24.8,8,1
2018/7/30,31.8,8,1,24.1,8,1
2018/7/31,33.9,8,1,23.7,8,1
2018/8/1,32.5,8,1,22.7,8,1
2018/8/2,29.6,8,1,20.5,8,1
2018/8/3,28.7,8,1,19.5,8,1
2018/8/4,25.8,8,1,18.0,8,1
2018/8/5,25.5,8,1,16.9,8,1
2018/8/6,27.5,8,1,16.3,8,1
2018/8/7,24.1,8,1,16.5,8,1
2018/8/8,27.4,8,1,16.9,8,1
2018/8/9,25.4,8,1,20.9,8,1
2018/8/10,26.9,8,1,20.0,8,1
2018/8/11,22.1,8,1,19.1,8,1
2018/8/12,26.8,8,1,19.8,8,1
2018/8/13,26.6,8,1,20.9,8,1
2018/8/14,23.4,8,1,19.9,8,1
2018/8/15,21.9,8,1,19.0,8,1
2018/8/16,19.6,8,1,13.7,8,1
2018/8/17,19.9,8,1,13.2,8,1
2018/8/18,23.0,8,1,12.8,8,1
2018/8/19,22.7,8,1,15.6,8,1
2018/8/20,27.9,8,1,16.1,8,1
2018/8/21,25.2,8,1,20.0,8,1
2018/8/22,29.7,8,1,21.1,8,1
2018/8/23,29.4,8,1,20.7,8,1
2018/8/24,24.0,8,1,20.6,8,1
2018/8/25,24.3,8,1,19.3,8,1
2018/8/26,24.6,8,1,17.4,8,1
2018/8/27,22.0,8,1,16.7,8,1
2018/8/28,23.3,8,1,17.5,8,1
2018/8/29,22.3,8,1,17.8,8,1
2018/8/30,21.8,8,1,18.0,8,1
2018/8/31,22.2,8,1,19.3,8,1
2018/9/1,23.5,8,1,16.0,8,1
2018/9/2,24.5,8,1,13.5,8,1
2018/9/3,22.8,8,1,15.9,8,1
2018/9/4,25.9,8,1,19.9,8,1
2018/9/5,28.2,8,1,20.9,8,1
2018/9/6,27.4,8,1,20.2,8,1
2018/9/7,25.4,8,1,20.1,8,1
2018/9/8,24.9,8,1,18.1,8,1
2018/9/9,20.6,8,1,16.4,8,1
2018/9/10,17.7,8,1,13.9,8,1
2018/9/11,20.5,8,1,11.0,8,1
2018/9/12,22.1,8,1,10.5,8,1
2018/9/13,23.2,8,1,13.8,8,1
2018/9/14,26.7,8,1,17.5,8,1
2018/9/15,27.7,8,1,14.5,8,1
2018/9/16,26.3,8,1,16.7,8,1
2018/9/17,26.2,8,1,16.9,8,1
2018/9/18,24.6,8,1,15.5,8,1
2018/9/19,22.3,5,1,13.7,8,1
2018/9/20,23.0,8,1,12.5,8,1
2018/9/21,24.5,8,1,11.5,8,1
2018/9/22,18.5,8,1,14.7,8,1
2018/9/23,22.0,8,1,16.2,8,1
2018/9/24,24.1,8,1,15.9,8,1
2018/9/25,20.7,8,1,12.6,8,1
2018/9/26,19.8,8,1,10.9,8,1
2018/9/27,19.1,8,1,11.7,8,1
2018/9/28,19.6,8,1,12.2,8,1
2018/9/29,21.3,8,1,10.2,8,1
2018/9/30,19.3,8,1,13.2,8,1
2018/10/1,20.6,8,1,15.9,8,1
2018/10/2,18.8,8,1,11.9,8,1
2018/10/3,22.1,8,1,10.5,8,1
2018/10/4,20.6,8,1,9.0,8,1
2018/10/5,20.9,8,1,7.5,8,1
2018/10/6,19.6,8,1,13.4,8,1
2018/10/7,19.6,8,1,12.9,8,1
2018/10/8,20.3,8,1,13.0,8,1
2018/10/9,19.9,8,1,11.5,8,1
2018/10/10,16.7,8,1,9.1,8,1
2018/10/11,20.4,8,1,13.2,8,1
2018/10/12,18.1,8,1,12.5,8,1
2018/10/13,18.3,8,1,10.1,8,1
2018/10/14,17.2,8,1,8.4,8,1
2018/10/15,19.5,8,1,9.7,8,1
2018/10/16,15.4,8,1,8.9,8,1
2018/10/17,14.0,8,1,6.8,8,1
2018/10/18,13.6,8,1,7.2,8,1
2018/10/19,15.3,8,1,5.2,8,1
2018/10/20,17.9,8,1,4.7,8,1
2018/10/21,19.4,8,1,5.7,8,1
2018/10/22,17.3,8,1,7.3,8,1
2018/10/23,17.5,8,1,10.8,8,1
2018/10/24,20.3,8,1,10.6,8,1
2018/10/25,18.4,8,1,8.0,8,1
2018/10/26,16.4,8,1,7.1,8,1
2018/10/27,19.7,8,1,9.9,8,1
2018/10/28,14.9,8,1,6.6,8,1
2018/10/29,14.4,8,1,6.5,8,1
2018/10/30,10.2,8,1,4.3,8,1
2018/10/31,10.1,8,1,4.3,8,1
2018/11/1,11.2,8,1,5.0,8,1
2018/11/2,13.7,8,1,5.7,8,1
2018/11/3,16.0,8,1,3.9,8,1
2018/11/4,17.9,8,1,4.4,8,1
2018/11/5,14.8,8,1,6.7,8,1
2018/11/6,12.1,8,1,9.3,8,1
2018/11/7,11.2,8,1,4.1,8,1
2018/11/8,10.6,8,1,2.1,8,1
2018/11/9,15.6,8,1,10.3,8,1
2018/11/10,17.2,8,1,8.2,8,1
2018/11/11,11.5,8,1,7.3,8,1
2018/11/12,12.4,8,1,6.4,8,1
2018/11/13,9.6,8,1,4.6,8,1
2018/11/14,7.5,8,1,3.4,8,1
2018/11/15,10.2,8,1,4.3,8,1
2018/11/16,12.4,8,1,5.7,8,1
2018/11/17,7.3,8,1,4.0,8,1
2018/11/18,9.9,8,1,4.5,8,1
2018/11/19,7.3,8,1,3.3,8,1
2018/11/20,7.3,8,1,1.7,8,1
2018/11/21,4.1,8,1,-0.1,8,1
2018/11/22,2.8,8,1,-1.2,8,1
2018/11/23,1.0,8,1,-3.0,8,1
2018/11/24,3.9,8,1,-3.0,8,1
2018/11/25,8.3,8,1,-0.2,8,1
2018/11/26,9.6,8,1,2.6,8,1
2018/11/27,14.0,8,1,2.5,8,1
2018/11/28,6.4,8,1,1.0,8,1
2018/11/29,2.7,8,1,-2.6,8,1
2018/11/30,0.7,8,1,-4.0,8,1
2018/12/1,1.7,8,1,-2.0,8,1
2018/12/2,7.6,8,1,-2.5,8,1
2018/12/3,13.0,8,1,-0.4,8,1
2018/12/4,12.7,8,1,7.5,8,1
2018/12/5,8.0,8,1,-2.2,8,1
2018/12/6,0.8,8,1,-2.2,8,1
2018/12/7,-1.9,8,1,-5.8,8,1
2018/12/8,-5.1,8,1,-7.9,8,1
2018/12/9,-4.0,8,1,-8.1,8,1
2018/12/10,-2.8,8,1,-8.4,8,1
2018/12/11,-1.4,8,1,-8.8,8,1
2018/12/12,-1.6,8,1,-5.9,8,1
2018/12/13,-1.2,8,1,-6.9,8,1
2018/12/14,0.7,8,1,-4.9,8,1
2018/12/15,0.9,8,1,-4.3,8,1
2018/12/16,4.9,8,1,-0.4,8,1
2018/12/17,2.8,8,1,0.0,8,1
2018/12/18,0.6,8,1,-2.3,8,1
2018/12/19,2.2,8,1,-3.8,8,1
2018/12/20,0.7,8,1,-4.4,8,1
2018/12/21,3.4,8,1,-5.3,8,1
2018/12/22,2.8,8,1,0.7,8,1
2018/12/23,4.3,8,1,-1.0,8,1
2018/12/24,-1.0,8,1,-4.1,8,1
2018/12/25,0.9,8,1,-3.3,8,1
2018/12/26,1.2,8,1,-6.8,8,1
2018/12/27,-5.9,8,1,-8.9,8,1
2018/12/28,-2.7,8,1,-7.1,8,1
2018/12/29,-1.0,8,1,-5.1,8,1
2018/12/30,0.8,8,1,-4.5,8,1
2018/12/31,0.5,8,1,-3.6,8,1
